,5_ADMINISTRATIVE DATA_Security Classification,10_ADMINISTRATIVE DATA_Type of Action,102_ADMINISTRATIVE DATA_Agency Serial Number,107_ADMINISTRATIVE DATA_Authorization Date,110_EMISSION CHARACTERISTICS_Frequency(ies),110_EMISSION CHARACTERISTICS_Frequency(ies),113_EMISSION CHARACTERISTICS_Station Class,114_EMISSION CHARACTERISTICS_Emission Designator,115_EMISSION CHARACTERISTICS_Transmitter Power,117_EMISSION CHARACTERISTICS_Effective Radiated Power,140_TIME/DATE INFORMATION_Required Date,141_TIME/DATE INFORMATION_Expiration Date,143_TIME/DATE INFORMATION_Revision Date,200_ORGANIZATIONAL INFORMATION_Agency,203_ORGANIZATIONAL INFORMATION_Bureau,300_TRANSMITTER LOCATION DATA_State/Country,301_TRANSMITTER LOCATION DATA_Antenna Location,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,304_TRANSMITTER LOCATION DATA_Call Sign,356_TRANSMITTER ANTENNA DATA_Antenna Structure Height,358_TRANSMITTER ANTENNA DATA_Antenna Elevation,359_TRANSMITTER ANTENNA DATA_Antenna Feedpoint Height,803_ADDITIONAL INFORMATION_Requestor Data,901_ADDITIONAL INFORMATION_Record Status,911_ADDITIONAL INFORMATION_Date of Last Transaction,924_ADDITIONAL INFORMATION_Data Source Indicator,927_ADDITIONAL INFORMATION_Date of Entry,963_ADDITIONAL INFORMATION_FCC File Number,110_EMISSION CHARACTERISTICS_Frequency(ies),306_TRANSMITTER LOCATION DATA_Authorized Radius,362_TRANSMITTER ANTENNA DATA_Antenna Orientation,403_RECEIVER LOCATION DATA_Antenna Coordinates,403_RECEIVER LOCATION DATA_Antenna Coordinates,404_RECEIVER LOCATION DATA_Call Sign,458_RECEIVER ANTENNA DATA_Antenna Elevation,459_RECEIVER ANTENNA DATA_Antenna Feedpoint Height,354_TRANSMITTER ANTENNA DATA_,355_TRANSMITTER ANTENNA DATA_Antenna Structure Nomenclature,357_TRANSMITTER ANTENNA DATA_Antenna Gain,360_TRANSMITTER ANTENNA DATA_Antenna Horizontal Beamwidth,400_RECEIVER LOCATION DATA_State/Country,401_RECEIVER LOCATION DATA_Antenna Location,406_RECEIVER LOCATION DATA_Authorized Radius,456_RECEIVER ANTENNA DATA_Antenna Structure Height,457_RECEIVER ANTENNA DATA_Antenna Gain,454_RECEIVER ANTENNA DATA_Antenna Name,455_RECEIVER ANTENNA DATA_Antenna Nomenclature,460_RECEIVER ANTENNA DATA_Antenna Horizontal Beamwidth,103_ADMINISTRATIVE DATA_IRAC Docket Number,130_TIME/DATE INFORMATION_Time,144_TIME/DATE INFORMATION_Approval Authority Indicator,340_TRANSMITTER EQUIPMENT_Equipment Nomenclature,373_TRANSMITTER ANTENNA DATA_JSC Area Code,402_RECEIVER LOCATION DATA_Receiver Control,462_RECEIVER ANTENNA DATA_Antenna Orientation,463_RECEIVER ANTENNA DATA_Antenna Polarization,473_RECEIVER ANTENNA DATA_JSC Area Code,500_SUPPLEMENTARY DETAILS_IRAC Notes,503_SUPPLEMENTARY DETAILS_Agency Free-text Comments,511_DataNumberSFAFItem_Major Function Identifier,512_DataNumberSFAFItem_Intermediate Function Identifier,513_DataNumberSFAFItem_Detailed Function Identifier,520_DataNumberSFAFItem_Supplementary Details,956_ADDITIONAL INFORMATION_Agency Action Number,142_TIME/DATE INFORMATION_Review Date,202_ORGANIZATIONAL INFORMATION_Unified Command Service,204_ORGANIZATIONAL INFORMATION_Command,205_ORGANIZATIONAL INFORMATION_Subcommand,206_ORGANIZATIONAL INFORMATION_InstallationManager   Frequency,207_ORGANIZATIONAL INFORMATION_Operating Unit,"341_TRANSMITTER EQUIPMENT_NumberName   of Stations, System",343_TRANSMITTER EQUIPMENT_EquipmentIdentificationCertificationNumber,440_RECEIVER EQUIPMENT_Equipment Nomenclature,443_RECEIVER EQUIPMENT_EquipmentIdentificationCertificationNumber,501_SUPPLEMENTARY DETAILS_Notes free-text Comments,701_OTHER ASSIGNMENT IDENTIFIERS_Frequency Action Officer,702_OTHER ASSIGNMENT IDENTIFIERS_Control/Request Number,928_ADDITIONAL INFORMATION_Date of Receipt,118_EMISSION CHARACTERISTICS_Power/ERP Augmentation,209_ORGANIZATIONAL INFORMATION_AreaOtherAFC/DoDOrganizationsAFC,345_TRANSMITTER EQUIPMENT_Radar Tunability,346_TRANSMITTER EQUIPMENT_Pulse Duration,347_TRANSMITTER EQUIPMENT_Pulse Repetition Rate,502_SUPPLEMENTARY DETAILS_Description of Requirement,342_TRANSMITTER EQUIPMENT_Aircraft Nautical Mile Value,958_ADDITIONAL INFORMATION_Routine Agenda Item,208_ORGANIZATIONAL INFORMATION_User Net/Code,442_RECEIVER EQUIPMENT_Aircraft Nautical Mile Value,147_TIME/DATE INFORMATION_Joint Agencies,506_DataNumberSFAFItem_Paired Frequency,361_TRANSMITTER ANTENNA DATA_Antenna Vertical Beamwidth,116_EMISSION CHARACTERISTICS_Power Type,461_RECEIVER ANTENNA DATA_Antenna Vertical Beamwidth,201_ORGANIZATIONAL INFORMATION_Unified Command,349_TRANSMITTER ANTENNA DATA_Sidelobe Suppression,302_TRANSMITTER LOCATION DATA_Station Control
102,UA ,N ,FCC 32B663 ,20101102 ,M807.5125 ,807.5125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,UA ,N ,FCC 32B662 ,20101102 ,M807.125 ,807.125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,UA ,N ,FCC 32B665 ,20101102 ,M807.675 ,807.675,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,UA ,N ,FCC 32B664 ,20101102 ,M807.65 ,807.65,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,UA ,N ,FCC 32B667 ,20101102 ,M808.0125 ,808.0125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,UA ,N ,FCC 32B666 ,20101102 ,M807.95 ,807.95,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,UA ,N ,FCC 32B66A ,20101102 ,M808.9 ,808.9,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,UA ,N ,FCC 32B668 ,20101102 ,M808.65 ,808.65,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,UA ,N ,FCC 32B66B ,20101102 ,M806.0125 ,806.0125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,UA ,N ,FCC 32B66C ,20101102 ,M806.075 ,806.075,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,UA ,N ,FCC 32B669 ,20101102 ,M808.75 ,808.75,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,UA ,N ,FCC 32B66E ,20101102 ,M806.65 ,806.65,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,UA ,N ,FCC 32B66F ,20101102 ,M806.675 ,806.675,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,UA ,N ,FCC 32B66D ,20101102 ,M806.5125 ,806.5125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,UA ,N ,FCC 32B672 ,20101102 ,M807.5125 ,807.5125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,UA ,N ,FCC 32B671 ,20101102 ,M807.125 ,807.125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,UA ,N ,FCC 32B674 ,20101102 ,M807.675 ,807.675,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,UA ,N ,FCC 32B673 ,20101102 ,M807.65 ,807.65,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,UA ,N ,FCC 32B670 ,20101102 ,M807.0125 ,807.0125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,UA ,N ,FCC 32B675 ,20101102 ,M807.95 ,807.95,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,UA ,N ,FCC 32B676 ,20101102 ,M808.0125 ,808.0125,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,UA ,N ,FCC 32B677 ,20101102 ,M808.65 ,808.65,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,UA ,N ,FCC 32B679 ,20101102 ,M808.9 ,808.9,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,UA ,N ,FCC 32B678 ,20101102 ,M808.75 ,808.75,['FX1T '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,UA ,N ,FCC 5AFE45 ,20060106 ,M857.2375 ,857.2375,['FB2 '],['20K0F9W '],['W100.00000 '],['51.61 '],20060106 ,20060120 ,20060325 ,FCC ,YP ,DE ,DOVER ,391136N0753238W ,"39.193333333333335,-75.54388888888889",WQEE461 ,['91.4 '],['5 '],['91.4 '],"DELAWARE, STATE OF ",I ,20190916 ,FCC ,20190916 ,2775314 ,,,"['360 ', 'V ']",,,,,,,,['12 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,UA ,N ,FCC 5AFE46 ,20060106 ,M859.7875 ,859.7875,['FB2 '],['20K0F9W '],['W100.00000 '],['50.97 '],20060106 ,20060120 ,20060325 ,FCC ,YP ,DE ,DOVER ,391136N0753238W ,"39.193333333333335,-75.54388888888889",WQEE461 ,['91.4 '],['5 '],['91.4 '],"DELAWARE, STATE OF ",I ,20190916 ,FCC ,20190916 ,2775314 ,,,"['360 ', 'V ']",,,,,,,,['12 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,UA ,N ,FCC 66A25D ,20121228 ,M774.7375 ,774.7375,['FB2 '],['17K7D7D '],['W50.00000 '],['50.99 '],20121228 ,20221228 ,20160512 ,FCC ,SG ,DE ,DOVER ,391136N0753238W ,"39.193333333333335,-75.54388888888889",WQQI662 ,['91.4 '],['12.8 '],['82.8 '],STATE OF DELAWARE ,A ,20190916 ,FCC ,20190916 ,3433643 ,,,['V '],,,,,,,,['12.1 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,UA ,N ,FCC 00E90B ,,M620 ,620.0,['BT '],,,['50.00 '],,,20160912 ,FCC ,DT ,DE ,Dover ,391120N0753154W ,"39.18888888888889,-75.53166666666667",,['21 '],['9 '],['20 '],,A ,20190916 ,FCC ,20190916 ,,,,['H '],,,,,,,['KAT767 006 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,UA ,N ,FCC 75F4CA ,20080605 ,M928.26875 ,928.26875,['FXO '],['12K0F7W '],,,20080605 ,20180717 ,20180922 ,FCC ,MG ,DE ,DOVER ,391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['33.5 '],['12.2 '],,"DOVER, CITY OF ",I ,20190916 ,FCC ,20190916 ,1022273 ,,,"['999 ', 'V ']",391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['12.2 '],['35.1 '],,,['10 '],['60 '],DE ,DOVER ,,['33.5 '],['10 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,UA ,N ,FCC 75F4CB ,20080605 ,M928.78125 ,928.78125,['FXO '],['12K0F7W '],,,20080605 ,20180717 ,20180922 ,FCC ,MG ,DE ,DOVER ,391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['33.5 '],['12.2 '],,"DOVER, CITY OF ",I ,20190916 ,FCC ,20190916 ,1022273 ,,,"['999 ', 'V ']",391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['12.2 '],['35.1 '],,,['10 '],['60 '],DE ,DOVER ,,['33.5 '],['10 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,UA ,N ,FCC 75F4CC ,20080605 ,M952.26875 ,952.26875,['FXO '],['12K0F7W '],,,20080605 ,20180717 ,20180922 ,FCC ,MG ,DE ,DOVER ,391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['33.5 '],['12.2 '],,"DOVER, CITY OF ",I ,20190916 ,FCC ,20190916 ,1022273 ,,,"['360 ', 'V ']",391023N0753240W ,"39.17305555555556,-75.54444444444445",,['12.2 '],['6.1 '],,,['10 '],['360 '],DE ,DOVER ,,['33.5 '],['10 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,UA ,N ,FCC 75F4CD ,20080605 ,M952.78125 ,952.78125,['FXO '],['12K0F7W '],,,20080605 ,20180717 ,20180922 ,FCC ,MG ,DE ,DOVER ,391023N0753240W ,"39.17305555555556,-75.54444444444445",WNTI722 ,['33.5 '],['12.2 '],,"DOVER, CITY OF ",I ,20190916 ,FCC ,20190916 ,1022273 ,,,"['360 ', 'V ']",391023N0753240W ,"39.17305555555556,-75.54444444444445",,['12.2 '],['6.1 '],,,['10 '],['360 '],DE ,DOVER ,,['33.5 '],['10 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,UA ,N ,FCC 33BEC5 ,19980428 ,M855.8375 ,855.8375,['FB6C '],['20K0F1D '],['W45.00000 '],['49.40 '],20040408 ,20080428 ,20050121 ,FCC ,GB ,DE ,DOVER ,390948N0753206W ,"39.163333333333334,-75.535",WNAU395 ,['46 '],['12 '],['46 '],Motient License Inc. ,I ,20190916 ,FCC ,20190916 ,1579936 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,UA ,N ,FCC 08A38B ,19960819 ,M929.1875 ,929.1875,"['FB6C ', 'FB6C ', 'FB6C ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']","['W300.00000 ', 'W300.00000 ', 'W300.00000 ']","['65.44 ', '65.44 ', '65.44 ']",19960819 ,20060819 ,20010810 ,FCC ,GS ,DE ,DOVER ,390948N0753206W ,"39.163333333333334,-75.535",WPJP425 ,['46 '],['12 '],['46 '],METROCALL USA INC ,I ,20190916 ,FCC ,20190916 ,1136427 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,UA ,N ,FCC 08A38E ,19960819 ,M929.5125 ,929.5125,"['FB6C ', 'FB6C ', 'FB6C ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']","['W300.00000 ', 'W300.00000 ', 'W300.00000 ']","['65.44 ', '65.44 ', '65.44 ']",19960819 ,20060819 ,20010810 ,FCC ,GS ,DE ,DOVER ,390948N0753206W ,"39.163333333333334,-75.535",WPJP426 ,['46 '],['12 '],['46 '],METROCALL USA INC ,I ,20190916 ,FCC ,20190916 ,1136428 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,UA ,N ,FCC 7F9652 ,19990419 ,M931.3625 ,931.3625,"['FBBS ', 'FBBS ', 'FBBS ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']",,"['59.44 ', '59.44 ', '59.44 ']",20031010 ,20090401 ,20041028 ,FCC ,CD ,DE ,DOVER ,390948N0753206W ,"39.163333333333334,-75.535",KNKJ998 ,['45.7 '],['12.2 '],['46 '],"Metrocall USA, Inc. ",I ,20190916 ,FCC ,20190916 ,2821 ,,,"['360 ', 'V ']",,,,,,ANTEL ,['BCD-8707 '],,['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,UA ,N ,FCC 089B5B ,20001107 ,M929.9625 ,929.9625,"['FB6C ', 'FB6C ']","['20K0F1D ', '20K0F3E ']","['W300.00000 ', 'W300.00000 ']","['60.00 ', '60.00 ']",20100309 ,20101120 ,20110108 ,FCC ,GS ,DE ,DOVER ,390845N0753329W ,"39.145833333333336,-75.55805555555555",WPIW596 ,['67 '],['14 '],['67 '],"USA Mobility Wireless, Inc. ",I ,20190916 ,FCC ,20190916 ,1135797 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,UA ,N ,FCC 08A9EA ,19970128 ,M929.5875 ,929.5875,"['FB6C ', 'FB6C ']","['20K0F1D ', '20K0F3E ']","['W500.00000 ', 'W500.00000 ']","['65.44 ', '65.44 ']",20001012 ,20070128 ,20010711 ,FCC ,GS ,DE ,DOVER ,390845N0753329W ,"39.145833333333336,-75.55805555555555",WPKD863 ,['67 '],['14 '],['67 '],"PAGING NETWORK OF AMERICA, INC. ",I ,20190916 ,FCC ,20190916 ,1137061 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,UA ,N ,FCC 5A7894 ,20150825 ,M851.0125 ,851.0125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,UA ,N ,FCC 5A7895 ,20150825 ,M851.075 ,851.075,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,UA ,N ,FCC 5A7896 ,20150825 ,M851.5125 ,851.5125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
